侍,「成敗！（Say-Bye！）」
侍,「こんな敗戦が年に何回かはあるんだからサッカー観戦とは本当にストレスフルな趣味」
侍,「グランパスDFがマンツーマンで基本的に相手FWについていくわけで、ついていったらそこにボールが落下してこなかったらどうなる？」
侍,「このあと、いったいどうなってしまうのか！？」
侍,「後ろでボールを繋ぐことの攻撃面での目的は『ロストする確率を下げつつボールを前進させること』なので」
侍,「まずい。作り直しだよ、こんなスープ」
侍,「そう。なので、その先にも相手FWがいたらどうだろう」
侍,「スープのように、やり直せるもんならやり直したい試合」
侍,「さてこの試合、稲垣と堀尾が帰ってきたのと、野上さんが左CBスタメンなのは驚き。あとは永井ツカサ和泉という前線も割と驚き」
侍,「その状況に対する反応速度に、それを狙ってやっていた神戸側とグランパス側との違いを見た感」
侍,「佐藤はベンチにはいたので、天皇杯で評価を下げたかプレー可能な程度の軽い怪我があったか」
侍,「ま、こんな試合もある。そもそも先方は上位」
侍,「暑いからハイプレスは限度あるだろうと思っていたので、はてさてどうなることやらという試合前」
侍,「やっぱり暑いので。お互いにハイプレスのスイッチになる状況だけは意識しつつ基本的にはCMFを囲んで無力化する作戦」
侍,「どうも侍です」
侍,「対4バックの基本、SBの外から殴るぜアタックで永井の決定機なんかを作り出していた」
侍,「推測！　だが前半に先方のFW陣が本当にやたらロングボールの落下点とズレていた」
侍,「それを決められたら良かったのだが」
侍,「負けてしまった(´・ω・`)」
侍,「悪い意味で事前の予想どおりで、セットプレーとカウンターでやられてしまった」
侍,「相手の緩いボレーも上手かった。ループ気味で堀尾的にはノーチャンス」
侍,「単純に先方が強かった」
侍,「失点して攻撃意識を強くした（？）森が上がったあとのスペースでカウンターをくらってしまった」
侍,「ハーフタイムでめっちゃ怒られたんだと思われ。相手について行くにしても基本はボールに対するプレーを求められるわけで」
侍,「ヤン・マテウス、キックフェイント気味に野上さんを一度ブロック姿勢にさせてからのシュートだったのであのフィニッシュは褒めるしかない」
侍,「お互いに特に奇策の類もなくぶつかり合って負けたので、力負けというしかなかろう」
侍,「なので森を代えて野上さんを右WBにしたこと自体は『まずは守備をしっかり』として理解できることではあった」
侍,「特に若手の……というかミドサーくらいまでの仕事ってそんな感じだよな。自信がついては叩きおられ、みたいな」
侍,「あとはアタッカー陣が仕留められるかどうかというところで、仕留められずに前係になればああいうミスも起きる」
侍,「こんな試合こそ、やわらかく」
侍,「河面が明らかに慌てていた」
侍,「失点は2つともとても残念と言うか防げたものだったとは思うが、それだけ押し込まれて『ミスったら失点』な状況を連続されてしまったら、そりゃ選手の集中力の持続も難しかろう、ということで」
侍,「ない、というか出すならちゃんと精度を保って出してくれという状況」
侍,「さてこの試合、グランパスでは菊地と内田スタメンがトピック」
侍,「山岸とユンカーが残念ながら不発だったのもな。その2人までボールがほぼ届かなかった」
侍,「どうも侍です」
侍,「ツカサあたりが上手く繋いでくれれば良かったのだが、そういう意味では『あれ？今の中に刺せたのでは？』という状況でサイドからの崩しを選択する姿も目立ったような」
侍,「わざわざそこに中山を置いたということはつまり、中山で押し込んで相手右サイドを下げさせたかったのではないか」
侍,「また何ともアレな感じのまま中断期間突入」
侍,「そうかもしれない。ただ、繰り返しになるが、そもそも論として『ボールに対してちゃんとプレーしよう』という基本をどう思っていたんだ、ということでもあり」
侍,「クリエイティブさを保ったまま馬車馬のように走ることが長谷川健太さんのチームでは求められる故」
侍,「まったく」
侍,「そこまでのモチベーションを持ってプレーできるのもチャンピオンズリーグならではとは思うが、ただトップ層がそういう指向なのはもう揺るぎようのない事実」
侍,「この試合も、勝利に値するかどうかはわからんけども、せめて引分にはできたと思われるので」
侍,「雑な転職スカウトDMみたいなタイトル」
侍,「なんだかなあ、と言いたくもなるというか、そもそもグランパスはいったいどういう想定でこの試合に入ったのだろうか、と首を傾げてしまった」
侍,「まあ、中断期間に『何か』は必要なんだろう。それが移籍加入かどうかはわからないが」
侍,「それはバレバレというか、中央を井手口と宮代でしっかり見張られている関係でどうしてもWBにパスを出してしまうのだが、そこに出てくるとわかっているタイミングでパスを出したら神戸SBとWGとがキッチリ挟み込みにくるのでそらしんどい」
侍,「おあとがよろしいようで」
侍,「先方も基本的には細かく繋ぐとかよりさっさと前線に放り込んでセカンドボール含めごちゃっと押し込んで何とかしよう、というチームなわけで」
侍,「成敗！（Say-Bye！）」
侍,「しかし先方も本当に流石で、じゃあ2-1となったところでとしっかり引き籠られたらまあ難しい」
侍,「負けてしまった(´・ω・`)」
侍,「グランパスはそこまでハメハメにはいかなかったものの、意外と前からプレスを実施していた」
侍,「だからグランパスの攻撃はイマイチな感じで」
侍,「一応は前プレに行く構造上、もう皆さんご存じのとおりグランパスDFラインは相手前線と1対1の状況になることを許容している」
侍,「おあとがよろしいようで」
侍,「そして蹴っ飛ばされて困ったことになっていた」
侍,「後半に森島ツカサが投入されて、あと守備の建て直しもあり、カウンターが機能するようになってだいぶ変わったんだがな」
侍,「ロングボールに競りに行くFWがわざと落下点からちょっとずれる作戦」
侍,「各チーム、グランパス守備陣の『1対1』を利用した戦術を採用してくるわけで、今シーズンは『左右に広げられたところで空いたスペースに走り込まれるアタック』に特にシーズン序盤では猛威を振るわれていた」
侍,「あっちは歴史的惨敗、こっちは年に1、2回はある程度の惨敗」
侍,「この試合、偶然かもだが、先方は新たなグランパス守備陣対策をぶつけてきたように見えた」
