忍者,「2-0となったところで先方もちょっと戦い方を変えて、具体的にはハイプレスを仕掛けてきたのでござるが、時すでに遅しというか、その時間、その展開から頑張るのは難しかったでござろう」
忍者,「カップ戦なので、まあ勝ったからヨシ！」
忍者,「日曜日はしんどい試合になるでござろうけども、そろそろユンカーに一発かまして欲しいものでござるよﾆﾝﾆﾝ」
忍者,「おあとがよろしいようで」
忍者,「ﾆﾝﾆﾝ」
忍者,「どうも忍者です」
忍者,「勝ったでござるー(∩´∀｀)∩」
忍者,「相変わらず前半に点を取れないでござるし、先制できたと思ったら反攻されてなんだかアワアワしていたのが嘘のようでござった」
忍者,「大変申し訳ございません」
忍者,「グランパスファミリーの皆様がウキウキ浮かれた土曜夜と日曜とを過ごせることにおめでとうでござる」
忍者,「気分良いまま振り返っていければと思うでござるよﾆﾝﾆﾝ」
忍者,「さてこの試合、詳細不明だが欠場のカストロに代えて永井スタメン、あとは前節と同じでござった」
忍者,「なんて盛大なネタバレ……つまりようやく今シーズン本来の陣容となったわけでござる」
忍者,「DFラインの手前で足元で受けたいユンカーと、裏に抜けたい永井とが揃ったわけなので、てっきりその二択攻撃を相手に突きつけていくのかな、と試合前に思っていたのでござるが」
忍者,「ユンカー永井揃ってるんだからまずは裏を意識させてDFラインを下げさせよう、というのは論理的ではあるでござるけども」
忍者,「ひょっとしたら先方的にも意外だったのかも。先方の2CMFのプレスバックの反応が鈍かったでござった」
忍者,「おいおい……これはいつ決まるのかとドキドキしていたのに決まらなかったでござる」
忍者,「結果的に前半で一番惜しかったのはイキイキ原のヘディングでござった」
忍者,「こちらのスリーバックと1対1で剥がせてしまえば一気にPA付近まで進めるので、その事前段階はチームによって異なるものの、アタッカーにボールを届けよう！というのはグランパス対策の鉄板として定着したでござるなあ」
忍者,「そこから先の最後の質が先方にあれば危なかったでござる、かも」
忍者,「グランパスも前半20分過ぎくらいからはそれなりにビルドアップチャレンジもするようになったでござるし」
忍者,「と思っていたら先方は後半も特に変えてこなかったでござる。改めてボール大事にしようチャレンジ中との噂なので、相手よりもまずは自分たちということかもしれぬが」
忍者,「まだまだユンカーは時間制限つきなんでござろうし、前半では誰かビルドアップのサポートに入るほうが良いのではというシーンも散見されたので、ツカサに後ろと前とを繋いで欲しかったのではなかろうかと」
忍者,「和泉のぃゃらしぃゴールでござった。もちろん良い意味で」
忍者,「ポイントは交代策。明らかに足が止まってきた永井と和泉を躊躇無く山岸菊地と代えられたのは大きかったでござるな。あと内田も」
忍者,「先制、中押し、ダメ押しとまるで『グランパスは強い』と勘違いしてしまいそうな展開でござった」
忍者,「そこに立ちはだかるのは難敵・神戸さんでござる」
忍者,「他所様も底上げしてくるでござろうから」
忍者,「おあとがよろしいようで」
忍者,「どうも忍者です」
忍者,「ﾆﾝﾆﾝ🥷🥷🥷」
忍者,「勝ったでござるー(∩´∀｀)∩」
忍者,「どうも忍者です」
忍者,「カップ戦なので、勝ちは勝ちなので……ﾆﾝﾆﾝ」
忍者,「勝ったでござるー(∩´∀｀)∩」
忍者,「内容自体もまあ妥当ではござった。辛勝だけど」
忍者,「前説がドラマチック引き分けだっただけに、改めて勝点2分の違いをグランパスファミリーの皆様も噛み締めたでござろうとも」
忍者,「そろそろしつこいと言われそうでござる」
忍者,「ではこの忍者の給与アップも是非ともお願いしたいでござるよﾆﾝﾆﾝ」
忍者,「さてこの試合、まずはキャスパー山岸とうとう揃ってスタメン、ツカサCMFチャレンジで菊地左シャドーに右WB森が変化点でござった」
忍者,「な、なんだってー」
忍者,「ツカサCMFも、2列目の選手がやたら多いので3列目でも使えるならチームも助かるし個人のプレー幅も広がって良いよねでござるし」
忍者,「それは拙者のせいじゃなかろうもん……」
忍者,「そしてキックオフ、先方は3-3ビルドアップで絶対繋いでいくぞという雰囲気でござった」
忍者,「待ってほしい、その場合の結果責任とはグランパスが負うべきなのではござらぬか」
忍者,「WBが連動して詰める、というのが難しかったんだと思われるでござる」
忍者,「えぇ……」
忍者,「グランパスはというと、最初はまあ蹴っ飛ばしていたでござる」
忍者,「ではボチボチ試合内容について」
忍者,「先方がそれなりに根性前プレしてきたでござるし、相手の出方を伺おうという雰囲気」
忍者,「さてこの試合、グランパスとしてはキャスパー・ユンカースタメンが最大のトピック、あとはいつメンでござった」
忍者,「そこからグランパスがいきなりビルドアップチャレンジを始めたでござる」
忍者,「グランパスとしてはユンカーにあんまり守備をさせるわけにもいかない、というのが重要なポイントでござる」
忍者,「恐らくそれなりに想定内だったんではないかと思うのでござるが、ビルドアップすると相手の前プレ部隊が食いついてきたでござる」
忍者,「なのでグランパスはハイプレスはハイプレスながら、ユンカーとカストロは基本的にはパスコース阻害、和泉がグスタフソンをチェックというところで」
忍者,「そうなると、後ろで繋ぎつつちょっとギャップを作って、前線に縦パスを通せられれば、こちらのキャスパー山岸菊地と先方のスリーバックとが3対3の数的同数になるという構造でござる」
忍者,「今シーズンはどこもやってくるグランパス対策。そこもマンツーマンなのでビシっと通されると危ないことになるでござる」
忍者,「で、スリーバックが『晒される』状況になると流石に選手のクオリティの差が出てしまうでござる」
忍者,「インターセプト狙いは徹底されていたし前半では効いていたでござる。良いショートカウンターが何回か」
忍者,「そして森。そういう状況で一生懸命に前へのスプリントを繰り返していたでござる」
忍者,「ユンカーのコンディションが思ったよりも良さそうで、それなりにしっかり納めてチャンスメークしてくれたのは今後に向けて大変グッドでござった」
忍者,「決めきったユンカーも流石でござったな」
忍者,「そこを徳元下げの４バック化でそれなりにいなせたのは大きかったかも、でござる」
